AIRPORT_ID,LATITUDE,LONGITUDE
10302,-23.43944444,-70.44277778
10303,45.72944444,0.21972222
10304,61.58166667,-159.54305556
10305,39.95166667,32.68805556
10306,-15,50.32138889
10307,55.03694444,-131.57055556
10308,-16.17777778,39.93694444
10309,38.94277778,-76.56888889
10310,51.19,4.46
10311,-13.70861111,-73.35111111
10312,17.10833333,-61.76388889
10313,62.64777778,-160.18888889
10314,69.29305556,16.14166667
10317,40.70833333,-84.02666667
10318,43.6175,13.36416667
10319,40.73472222,140.68972222
10320,35.42388889,27.14722222
10321,-29.69,-57.14861111
10322,40.29722222,-78.32
10323,6.19111111,100.40388889
10324,57.45472222,-153.81305556
10325,39.57277778,-104.84777778
10326,-14.73666667,-68.41305556
10327,38.21222222,-122.28
10328,-15.35,-75.16666667
10329,26.15277778,-81.77527778
10330,39.46611111,-76.16972222
10331,-15.56666667,-146.41666667
10332,-15.10166667,39.28722222
10333,45.08166667,-83.55583333
10334,7.03333333,-77.2
10335,-4.67361111,142.53777778
10336,35.06055556,-85.58527778
10337,34.52638889,-117.21277778
10338,-13.83333333,-172
10339,28.33527778,46.125
10340,29.6125,35.01944444
10342,-16.33777778,-71.555
10343,-16.75,179.35
10344,60.96666667,-149.12361111
10345,35.26472222,-93.09388889
10346,35.08083333,-92.425
10347,30.03777778,-91.88388889
10348,42.22277778,-83.74444444
10349,68.1375,-145.52444444
10350,-8.25,124.75
10351,18.45,-66.67583333
10352,36.125,-90.92638889
10353,64.56666667,40.53333333
10354,-18.33305556,-70.33805556
10355,-3.36416667,36.62472222
10356,-30.52833333,151.62333333
10357,59.66194444,17.93388889
10358,-9.87055556,149.48361111
10359,7.02111111,-71.38888889
10360,-15.9,-52.23333333
10361,43.99083333,-76.02138889
10362,-21.14361111,-50.42611111
10363,45.92805556,-89.73083333
10364,46.18333333,21.26666667
10365,40.18333333,-74.11666667
10366,-37.31194444,142.99055556
10367,-7.2225,12.86861111
10368,13.07,42.63833333
10369,37.98166667,58.36083333
10370,-15.91666667,-63.15
10371,24.69777778,-77.79611111
10372,39.22416667,-106.86888889
10373,-43.905,171.79666667
10374,42.77888889,-71.50944444
10375,-7.97027778,-14.39361111
10376,28.41694444,129.6975
10377,6.90555556,-5.36416667
10378,32.52166667,-94.30805556
10379,15.29111111,38.91027778
10380,33.56972222,-86.05083333
10381,10.04722222,34.53666667
10382,-23.80333333,133.88416667
10383,39.46888889,-117.19611111
10384,38.70416667,35.50972222
10385,46.15972222,-123.88
10386,-25.23916667,-57.51916667
10387,23.965,32.82166667
10388,46.54861111,-90.91861111
10389,46.02388889,-99.35277778
10390,-9.34722222,-77.6
10391,17.70972222,34.05722222
10392,24.62944444,-75.67388889
10393,34.19277778,-95.64972222
10394,37.93666667,23.94444444
10395,-30.4,-56.50833333
10396,70.4675,-157.45194444
10397,33.64083333,-84.42722222
10398,-3.25333333,-52.25305556
10399,-3.67138889,152.43638889
10400,39.21083333,-82.23166667
10401,-3.1425,142.34666667
10402,31.70694444,74.79722222
10403,20.49944444,-13.04638889
10404,32.84833333,-104.46694444
10405,60.8675,-162.27083333
10406,52.82583333,173.17277778
10407,13.24222222,18.3075
10408,44.25777778,-88.52
10409,44.90888889,-97.15416667
10410,27.04638889,31.07861111
10411,12.50222222,-70.01388889
10412,7.07027778,-70.74055556
10413,-18.50694444,139.88166667
10414,44.31805556,-69.79666667
10415,24.43305556,54.64888889
10416,62.68916667,-164.61083333
10417,43.66444444,-92.93388889
10418,38.95277778,-121.08194444
10419,32.61527778,-85.43194444
10420,-9.91666667,149.33333333
10421,-9.76666667,-139.01666667
10422,44.8975,2.41805556
10423,30.19444444,-97.67
10424,44.92333333,-89.62305556
10425,-7.2,-48.2
10426,-20.25333333,169.76138889
10427,41.77083333,-88.47277778
10428,46.03194444,12.59722222
10430,22.02638889,-78.79055556
10431,35.435,-82.54111111
10432,43.90722222,4.90194444
10433,27.5925,-81.52694444
10434,41.33916667,-75.72583333
10435,-38.04083333,144.46805556
10436,32.40916667,-111.21805556
10437,33.405,-118.41583333
10438,7.06111111,38.4875
10439,19.28,166.64027778
10440,35.135,-90.23444444
10441,-4.12416667,144.87027778
10442,32.32944444,-102.53027778
10443,31.33777778,48.75972222
10444,18.21027778,-63.0575
10445,44.31666667,-75.89972222
10446,-22.95805556,145.2425
10447,40.85555556,25.95
10448,4.45638889,-75.76805556
10449,45.86722222,-95.39416667
10450,22.44194444,-73.97055556
10451,34.69805556,-99.33805556
10452,39.61555556,140.21861111
10453,14.12083333,38.71666667
10454,40.49333333,-84.29888889
10455,36.42055556,-105.28944444
10456,-18.01666667,135.55
10457,-13.13333333,-74.2
10458,-25.18611111,130.97555556
10459,-19.59666667,147.32444444
10460,31.24916667,-82.39555556
10461,36.90555556,30.79055556
10462,-1.14166667,132.47833333
10463,35.65083333,-112.14805556
10464,35.30222222,-112.19416667
10465,33.52722222,-112.29527778
10466,33.30777778,-111.65555556
10467,31.89777778,54.28166667
10468,19.09361111,-102.39361111
10469,42.23638889,-85.55361111
10470,19.26666667,-69.75
10471,43.46416667,-70.4725
10472,45.08611111,-70.21611111
10473,-5.31666667,151.03333333
10474,39.13611111,-121.43555556
10475,4.56916667,-72.96722222
10476,32.50166667,-93.6625
10477,44.38333333,6.63333333
10478,42.16,-72.71638889
10479,16.37666667,120.61777778
10480,26.27083333,50.6375
10481,9.16583333,-83.3325
10482,40.4675,50.04666667
10483,37.93166667,41.11888889
10484,40.5975,-116.87222222
10485,17.38305556,102.8
10486,10.89611111,-74.77888889
10487,55.36666667,-133.6
10488,54.33888889,12.71138889
10489,-22.345,-49.05388889
10490,40.66666667,109.98333333
10491,53.36388889,83.54194444
10492,47.65,23.46666667
10493,-45.91666667,-71.695
10494,28.97305556,-95.86333333
10495,42.50833333,-71.18333333
10497,20.24361111,85.82
10498,10.39166667,44.95
10499,17.55555556,-61.765
10500,16.01611111,-61.73888889
10501,51.32444444,-0.84055556
10502,4.21916667,15.78805556
10503,44.5,26.1
10504,40.13666667,-75.2675
10505,5.84583333,20.64972222
10506,-13.53722222,23.11
10507,20.36444444,-74.50638889
10508,37.20722222,-80.40694444
10509,57.6175,-155.86722222
10510,10.6425,122.92972222
10511,37.70638889,-112.14472222
10512,-8.49305556,126.40055556
10513,-23.55916667,145.30194444
10514,37.96666667,-105.76666667
10515,10.76777778,-83.58583333
10516,46.59861111,26.88194444
10517,41.30277778,2.09444444
10518,29.86611111,-90.02222222
10519,26.37083333,-80.10833333
10520,6.29222222,36.88722222
10521,32.36333333,-64.67805556
10522,-24.90583333,152.32083333
10523,48.72083333,-94.6
10524,37.58277778,-109.4825
10525,26.53138889,54.82361111
10526,-3.72416667,55.20527778
10527,-3.44222222,114.76277778
10528,8.01833333,-2.75833333
10529,41.93861111,-72.68333333
10530,40.31833333,27.97722222
10531,24.84166667,68.83888889
10532,-6.90166667,107.57583333
10533,26.57166667,88.08
10534,22.32916667,73.22083333
10535,41.16416667,-73.12444444
10536,40.65805556,17.94666667
10537,69.05611111,18.54
10538,43.0875,-124.40833333
10539,57.48222222,-7.36472222
10540,42.47083333,-71.29
10541,11.99694444,-83.76861111
10542,44.81916667,20.31222222
10543,42.12777778,-86.42833333
10544,9.39166667,34.53333333
10545,-1.37888889,-48.47555556
10547,32.09583333,20.275
10548,-33.06611111,151.64805556
10549,52.51166667,13.4025
10550,48.44722222,-4.42055556
10551,60.78444444,-161.83138889
10552,-24.23,139.445
10553,31.28333333,34.71666667
10554,-19.79444444,34.91194444
10555,33.81277778,35.49027778
10556,58.18333333,-152.13333333
10557,41.80222222,-78.63944444
10558,41.87527778,-103.60111111
10559,47.52888889,-122.29944444
10560,39.70166667,-104.75166667
10561,35.43,-119.05222222
10562,30.62638889,-88.06805556
10563,-29.09222222,26.30277778
10564,-21.00916667,31.57916667
10565,40.77222222,-80.39111111
10566,7.58333333,-78.2
10567,38.84,-86.44527778
10568,54.65416667,-6.225
10569,32.41194444,-80.63472222
10570,7.12611111,-73.18472222
10571,-0.10666667,11.93888889
10572,35.70083333,-101.39305556
10573,30.97166667,-84.6375
10574,4.39611111,18.52027778
10575,13.07222222,-59.49305556
10576,28.21361111,83.66527778
10577,42.20138889,-75.96916667
10578,51.20055556,6.13333333
10579,60.29361111,5.21944444
10580,61.53583333,-149.8125
10581,44.80777778,-68.82777778
10582,32.21444444,-101.525
10583,34.59333333,-113.17083333
10584,4.78666667,22.78444444
10585,33.25555556,44.225
10586,-31.39861111,-54.1125
10587,45.66833333,9.70027778
10588,25.91833333,50.59055556
10589,44.44888889,-68.36166667
10590,35.16333333,-114.56444444
10591,54.61722222,-5.87083333
10592,-41.51666667,173.87222222
10593,15.73472222,-84.54333333
10594,19.98611111,42.625
10595,-38.73055556,-62.15055556
10596,23.2875,69.67055556
10597,39.76666667,64.48333333
10598,28.97555556,-113.56333333
10599,33.56305556,-86.75555556
10600,14.78055556,45.71833333
10601,23.28472222,77.33861111
10602,-32.00166667,141.46666667
10603,27.67638889,84.4325
10604,-33.41111111,149.65277778
10605,-23.35,141.55
10606,21.755,72.18444444
10607,29.34444444,71.7125
10608,52.45305556,-1.74638889
10609,21.53944444,109.29388889
10610,-19.91666667,-43.93333333
10611,42.54916667,9.48611111
10612,57.66666667,-157.58333333
10613,41.16666667,-71.57916667
10614,40.29888889,-96.75333333
10615,31.84944444,-106.37944444
10616,63.99361111,-145.71888889
10617,37.37333333,-118.365
10618,11.52166667,165.56444444
10619,-1.18666667,136.08555556
10620,45.80694444,-108.54277778
10621,25.69944444,-79.26555556
10622,34.80416667,67.82361111
10623,43.30277778,-2.92166667
10624,-16.88305556,143.48138889
10625,43.46861111,-1.5225
10626,26.43472222,87.28333333
10627,46.77888889,-100.7525
10628,6.52805556,21.98861111
10629,30.41111111,-88.92361111
10630,39.90888889,-105.11722222
10631,47.50972222,-94.93472222
10632,40.87472222,-81.88694444
10633,13.33722222,-16.65444444
10634,-3.33166667,29.32083333
10635,11.59027778,37.38472222
10636,29.50194444,81.66861111
10637,37.14055556,27.66861111
10638,20.99138889,-101.48
10639,38.89138889,-6.82138889
10640,65.97888889,-161.12666667
10641,44.83833333,-117.81
10642,58.6,-156.23333333
10643,36.53194444,-93.20055556
10644,22.02166667,-159.78666667
10645,5.94083333,116.05
10646,13.91111111,100.60833333
10647,41.51694444,-81.68333333
10648,3.985,115.62
10650,12.53361111,-7.95
10651,-24.43416667,145.42833333
10652,-3.86472222,102.33833333
10653,-23.73222222,44.39111111
10654,37.78194444,-81.12416667
10655,44.30333333,-96.81111111
10656,-2.30888889,28.80888889
10657,-1.3,31.8
10658,10.10972222,-64.6875
10659,8.97083333,-79.55638889
10660,5.89166667,10.025
10661,35.9475,-114.86111111
10662,60.42333333,15.51805556
10663,37.29583333,-81.20805556
10664,2.64444444,113.7625
10665,33.62083333,-114.71888889
10666,48.79444444,-122.53472222
10667,35.75194444,6.30944444
10668,53.77194444,-3.03611111
10669,55.74027778,9.15277778
10670,40.18666667,-74.125
10671,65.64555556,-20.28666667
10672,-7.06416667,-76.58638889
10673,44.53055556,11.2925
10674,12.94972222,77.66805556
10675,-23.6,148.81666667
10676,38.54277778,-89.85111111
10677,-15.67472222,34.97083333
10678,59.35277778,17.94638889
10679,2.19,22.47333333
10680,41.54916667,-112.06222222
10681,-19.68666667,44.54222222
10682,-17.95,122.23
10683,39.14,-86.61472222
10684,-6.37611111,144.63527778
10685,40.48194444,-88.9275
10686,7.37,-60.49
10687,44.57472222,-71.17638889
10688,2.07583333,11.49083333
10689,24.27388889,97.25166667
10690,-20.78333333,149.23333333
10691,21.37527778,0.92722222
10692,59.36194444,-155.25666667
10693,36.12666667,-86.68194444
10694,-0.23305556,20.87
10695,27.22666667,56.37833333
10696,-27.425,153.08555556
10697,57.08916667,-134.83138889
10698,33.92305556,-116.85055556
10699,6.32388889,5.60166667
10700,-28.83611111,153.56138889
10701,33.25777778,-81.38833333
10702,65.46027778,12.20694444
10703,43.59055556,-118.95416667
10704,8.61805556,-70.22111111
10705,44.94138889,17.2975
10706,-5.80833333,144.61138889
10707,-5.85027778,13.06555556
10708,-16.4425,-151.74916667
10709,9.34,-82.25194444
10710,44.82944444,-0.71444444
10711,4.70611111,-74.14222222
10712,50.78055556,-1.83694444
10713,43.56527778,-116.225
10714,42.57,27.51527778
10715,42.07472222,-124.28888889
10716,19.08805556,72.85166667
10717,12.13083333,-68.26833333
10718,67.26916667,14.37222222
10719,-6.54305556,155.34305556
10720,47.65555556,7.01166667
10721,42.36361111,-71.00611111
10722,27.94333333,-81.78361111
10723,-16.07722222,136.30361111
10724,11.16361111,-4.32638889
10725,8.19666667,126.32111111
10726,-1.26833333,116.89444444
10727,-16.44055556,-39.08333333
10728,29.95083333,-94.02
10729,15.73222222,121.50055556
10730,51.33083333,0.0325
10731,31.25888889,-81.46638889
10732,18.49583333,-67.13
10733,50.41666667,127.4
10734,12.98833333,-61.26194444
10735,58.45555556,-135.88333333
10736,-26.21777778,-52.69416667
10737,-12.07305556,-45.00833333
10738,-41.14972222,-71.15833333
10739,46.39722222,-94.1375
10740,53.04666667,8.79
10741,37.11666667,-82.81666667
10742,41.14111111,16.78833333
10743,-30.04305556,145.94722222
10744,40.78611111,-91.12333333
10745,10.04527778,-69.35611111
10746,46.91527778,7.49916667
10747,25.90638889,-97.42555556
10748,49.15,16.7
10749,57.02333333,-7.44027778
10750,51.38166667,-2.70888889
10751,-11.76888889,130.61666667
10752,50.90166667,4.49416667
10753,53.58388889,8.55777778
10754,71.28555556,-156.76611111
10755,18.25277778,-71.12
10756,37.81444444,-85.49972222
10757,11.28333333,49.15
10758,-15.86055556,-47.91527778
10759,25.08333333,99.08333333
10760,1.90666667,9.80222222
10761,34.79333333,5.73805556
10762,47.59,7.53
10763,30.19472222,-97.67666667
10764,20.45305556,121.97777778
10765,31.37055556,-109.8825
10766,30.54916667,47.66222222
10767,-7.51666667,-46.05
10768,1.22166667,19.78888889
10769,60.42361111,-146.14444444
10770,58.23361111,-157.35027778
10771,4.54083333,13.7275
10772,7.70333333,81.67861111
10773,7.53333333,-12.53333333
10774,1.13055556,104.13416667
10775,70.13472222,-143.57833333
10776,5.52,95.41944444
10777,56.37055556,101.69861111
10778,42.30916667,-85.24777778
10779,45.95111111,-112.49388889
10780,40.77694444,-79.95
10781,30.53166667,-91.15055556
10782,48.16666667,17.21666667
10783,66.91527778,-151.52638889
10784,3.34166667,113.04472222
10785,44.47277778,-73.15305556
10786,36.86111111,-116.78527778
10787,40.23444444,29.00972222
10788,-5.41666667,154.68333333
10789,-17.75,139.53333333
10790,47.43333333,19.23333333
10791,-34.68944444,-58.475
10792,42.94111111,-78.73638889
10793,-12.60638889,13.40555556
10794,44.43305556,26.1
10795,-7.18972222,146.64777778
10796,38.28972222,-94.34
10797,3.825,-76.99583333
10798,9.5225,45.55416667
10799,-20.01638889,28.61861111
10800,34.2,-118.35777778
10801,41.61083333,41.60055556
10802,6.26666667,-7.05
10803,-30.32555556,-57.56333333
10804,1.57166667,30.21277778
10805,-33.33333333,115.63333333
10806,28.94916667,50.8325
10807,49.45583333,2.1125
10808,2.84638889,-60.69
10809,53.8325,-166.3025
10810,-25.89833333,139.34333333
10811,36.7625,-96.01083333
10812,45.69361111,-85.56583333
10814,35.72611111,-91.6475
10815,42.58333333,-70.91555556
10816,27.50416667,83.42
10817,31.79472222,-98.95666667
10818,52.31916667,10.55611111
10819,36.96222222,-86.42222222
10820,5.46666667,100.3925
10821,39.17555556,-76.67138889
10822,-6.4,146.9
10823,46.1875,-103.42083333
10824,4.925,114.92777778
10825,48.98972222,-122.73055556
10826,-40.99583333,145.72833333
10827,52.125,1.43333333
10828,42.48472222,-71.54444444
10829,-7.16388889,139.57722222
10830,14.84166667,-12.46777778
10832,33.25972222,-116.32222222
10833,8.95138889,125.48388889
10834,64.07638889,-141.11444444
10835,-21.95972222,-63.70416667
10836,34.98777778,-81.05722222
10837,44.38138889,-106.72111111
10838,35.96416667,-89.94583333
10839,42.54138889,-113.77416667
10840,7.73944444,-5.06916667
10841,45.16583333,-84.92416667
10842,51.66833333,-9.48388889
10843,49.98555556,11.64
10844,48.57916667,-122.825
10845,13.95,-84.6
10846,17.53611111,-88.31
10847,53.09666667,17.97861111
10848,39.61722222,27.92777778
10849,45.78027778,-111.15944444
10850,46.46027778,11.32666667
10851,43.32416667,3.35444444
10852,38.86333333,-77.01333333
10853,28.98222222,-95.57972222
10854,-4.25194444,15.25472222
10856,51.74916667,-1.58111111
10857,34.21388889,-119.09444444
10858,35.32472222,-118.99583333
10859,64.69,-110.62
10860,44.48527778,-79.55555556
10861,46.05166667,-71.25722222
10862,41.77833333,-82.67805556
10863,51.10305556,-114.37444444
10865,-5.58333333,12.2
10866,-25.00027778,-53.50083333
10867,44.27583333,-85.41916667
10868,33.93638889,-81.11583333
10869,-4.9,-66.91666667
10870,39.24722222,9.06111111
10871,9.17555556,105.17944444
10872,30.1375,31.40694444
10873,6.25,-62.83333333
10874,40.91388889,-81.44166667
10875,55.43638889,-5.68666667
10876,-20.01111111,-63.56111111
10877,23.18333333,113.26666667
10878,19.73277778,-72.195
10879,46.87083333,-68.02083333
10880,33.55694444,-7.66055556
10881,24.31527778,-75.45222222
10882,-21.69916667,-41.3025
10883,54.93666667,-2.80944444
10884,4.82,-52.36333333
10885,-31.535,145.79333333
10886,57.73777778,-135.12555556
10887,-17.42833333,-66.17166667
10888,39.61444444,-78.76611111
10889,41.25888889,-95.75972222
10890,52.20555556,0.17638889
10891,31.64777778,-2.25972222
10892,39.40388889,-101.04666667
10893,8.12805556,-63.5375
10894,33.64361111,-88.44388889
10895,7.2,124.16666667
10896,4.96361111,8.34277778
10897,-35.30888889,149.195
10898,15.47166667,-90.40916667
10899,-19.47861111,140.92611111
10900,22.5,-78.5
10902,43.21583333,2.30694444
10903,-46.56416667,-71.68833333
10904,-27.18138889,-52.05055556
10905,11.13694444,75.95111111
10906,-12.18861111,96.83055556
10907,-28.72388889,-49.42083333
10908,34.52666667,65.27166667
10909,-36.77361111,-73.06
10910,37.98888889,-122.05555556
10911,10.60527778,-66.98805556
10912,22.6525,88.44916667
10914,-16.05,-57.65
10915,43.0725,-92.61083333
10916,25.4175,-77.88138889
10917,55.19972222,-162.71972222
10918,37.7025,-113.09611111
10919,46.575,12.11666667
10920,49.00972222,2.54861111
10921,33.6175,-92.76333333
10922,-8.23333333,-49.28333333
10923,65.90805556,-161.93833333
10924,34.26666667,-80.6
10925,42.835,-103.09777778
10926,60.49305556,-145.47
10927,40.87555556,-74.28138889
10928,37.64861111,-97.25027778
10929,10.3075,123.97944444
10930,41.78,-124.23583333
10931,-32.13166667,133.70583333
10933,42.19777778,-72.53055556
10934,53.18,-2.97361111
10935,19.88638889,99.83055556
10936,55.30333333,61.50666667
10937,24.78333333,-76.3
10938,65.57472222,-144.78194444
10939,27.3925,-109.83194444
10940,-11.425,15.10527778
10941,-16.23333333,-62.08333333
10942,43.54722222,6.95472222
10943,49.65111111,-1.46527778
10944,47.08333333,-0.875
10945,34.67444444,-82.89027778
